recording_id,original_audio_path,cached_audio_path,status,preprocessed,samplerate,channels,duration_sec,samples_before,samples_after,active_intervals,retained_fraction,ffmpeg_warning
Biak Scrubfowl_sound/Biak Scrubfowl2,D:\other\Bird\Dataset\CC0\Biak Scrubfowl_sound\Biak Scrubfowl2.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Biak Scrubfowl_sound\Biak Scrubfowl2.wav,too_short_after_preprocess,,,,4.848,192000,155136,1,0.808,
Biak Scrubfowl_sound/Biak Scrubfowl3,D:\other\Bird\Dataset\CC0\Biak Scrubfowl_sound\Biak Scrubfowl3.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Biak Scrubfowl_sound\Biak Scrubfowl3.wav,too_short_after_preprocess,,,,4.848,192000,155136,1,0.808,
Black Tinamou_sound/Black Tinamou10,D:\other\Bird\Dataset\CC0\Black Tinamou_sound\Black Tinamou10.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Black Tinamou_sound\Black Tinamou10.wav,too_short_after_preprocess,,,,2.848,130196,91136,6,0.6999907831269778,
Black-capped Tinamou_sound/Black-capped Tinamou10,D:\other\Bird\Dataset\CC0\Black-capped Tinamou_sound\Black-capped Tinamou10.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Black-capped Tinamou_sound\Black-capped Tinamou10.wav,too_short_after_preprocess,,,,3.4844375,112014,111502,1,0.9954291427857233,
Black-capped Tinamou_sound/Black-capped Tinamou13,D:\other\Bird\Dataset\CC0\Black-capped Tinamou_sound\Black-capped Tinamou13.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Black-capped Tinamou_sound\Black-capped Tinamou13.wav,too_short_after_preprocess,,,,3.8805,126224,124176,1,0.9837748764101915,
Black-capped Tinamou_sound/Black-capped Tinamou21,D:\other\Bird\Dataset\CC0\Black-capped Tinamou_sound\Black-capped Tinamou21.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Black-capped Tinamou_sound\Black-capped Tinamou21.wav,too_short_after_preprocess,,,,2.448,82572,78336,1,0.9486993169597442,
Black-capped Tinamou_sound/Black-capped Tinamou26,D:\other\Bird\Dataset\CC0\Black-capped Tinamou_sound\Black-capped Tinamou26.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Black-capped Tinamou_sound\Black-capped Tinamou26.wav,too_short_after_preprocess,,,,1.23275,42008,39448,2,0.9390592268139402,
Black-capped Tinamou_sound/Black-capped Tinamou27,D:\other\Bird\Dataset\CC0\Black-capped Tinamou_sound\Black-capped Tinamou27.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Black-capped Tinamou_sound\Black-capped Tinamou27.wav,too_short_after_preprocess,,,,1.23275,42008,39448,2,0.9390592268139402,
Black-capped Tinamou_sound/Black-capped Tinamou28,D:\other\Bird\Dataset\CC0\Black-capped Tinamou_sound\Black-capped Tinamou28.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Black-capped Tinamou_sound\Black-capped Tinamou28.wav,too_short_after_preprocess,,,,3.28,146304,104960,7,0.7174103237095363,
Black-capped Tinamou_sound/Black-capped Tinamou8,D:\other\Bird\Dataset\CC0\Black-capped Tinamou_sound\Black-capped Tinamou8.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Black-capped Tinamou_sound\Black-capped Tinamou8.wav,too_short_after_preprocess,,,,2.784,145920,89088,16,0.6105263157894737,
Black-fronted Piping Guan_sound/Black-fronted Piping Guan12,D:\other\Bird\Dataset\CC0\Black-fronted Piping Guan_sound\Black-fronted Piping Guan12.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Black-fronted Piping Guan_sound\Black-fronted Piping Guan12.wav,too_short_after_preprocess,,,,4.656,168856,148992,1,0.8823613019377458,
Brazilian Tinamou_sound/Brazilian Tinamou2,D:\other\Bird\Dataset\CC0\Brazilian Tinamou_sound\Brazilian Tinamou2.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Brazilian Tinamou_sound\Brazilian Tinamou2.wav,too_short_after_preprocess,,,,1.264,40960,40448,1,0.9875,
Brown Tinamou_sound/Brown Tinamou10,D:\other\Bird\Dataset\CC0\Brown Tinamou_sound\Brown Tinamou10.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Brown Tinamou_sound\Brown Tinamou10.wav,too_short_after_preprocess,,,,4.896,234243,156672,13,0.6688438928804703,
Brown Tinamou_sound/Brown Tinamou24,D:\other\Bird\Dataset\CC0\Brown Tinamou_sound\Brown Tinamou24.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Brown Tinamou_sound\Brown Tinamou24.wav,too_short_after_preprocess,,,,3.552,833411,113664,6,0.13638408900290494,
Brown Tinamou_sound/Brown Tinamou26,D:\other\Bird\Dataset\CC0\Brown Tinamou_sound\Brown Tinamou26.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Brown Tinamou_sound\Brown Tinamou26.wav,too_short_after_preprocess,,,,3.552,833411,113664,6,0.13638408900290494,
Brown Tinamou_sound/Brown Tinamou25,D:\other\Bird\Dataset\CC0\Brown Tinamou_sound\Brown Tinamou25.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Brown Tinamou_sound\Brown Tinamou25.wav,too_short_after_preprocess,,,,3.552,833411,113664,6,0.13638408900290494,
Brown Tinamou_sound/Brown Tinamou27,D:\other\Bird\Dataset\CC0\Brown Tinamou_sound\Brown Tinamou27.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Brown Tinamou_sound\Brown Tinamou27.wav,too_short_after_preprocess,,,,3.552,833411,113664,6,0.13638408900290494,
Brown Tinamou_sound/Brown Tinamou9,D:\other\Bird\Dataset\CC0\Brown Tinamou_sound\Brown Tinamou9.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Brown Tinamou_sound\Brown Tinamou9.wav,too_short_after_preprocess,,,,4.896,234243,156672,13,0.6688438928804703,
Brushland Tinamou_sound/Brushland Tinamou2,D:\other\Bird\Dataset\CC0\Brushland Tinamou_sound\Brushland Tinamou2.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Brushland Tinamou_sound\Brushland Tinamou2.wav,too_short_after_preprocess,,,,2.304,81085,73728,1,0.9092680520441512,
Brushland Tinamou_sound/Brushland Tinamou3,D:\other\Bird\Dataset\CC0\Brushland Tinamou_sound\Brushland Tinamou3.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Brushland Tinamou_sound\Brushland Tinamou3.wav,too_short_after_preprocess,,,,2.304,81085,73728,1,0.9092680520441512,
Buff-browed Chachalaca_sound/Buff-browed Chachalaca5,D:\other\Bird\Dataset\CC0\Buff-browed Chachalaca_sound\Buff-browed Chachalaca5.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Buff-browed Chachalaca_sound\Buff-browed Chachalaca5.wav,too_short_after_preprocess,,,,4.208,210432,134656,11,0.6399026763990268,
Buff-browed Chachalaca_sound/Buff-browed Chachalaca6,D:\other\Bird\Dataset\CC0\Buff-browed Chachalaca_sound\Buff-browed Chachalaca6.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Buff-browed Chachalaca_sound\Buff-browed Chachalaca6.wav,too_short_after_preprocess,,,,3.344,321792,107008,4,0.3325377883850438,
Buff-browed Chachalaca_sound/Buff-browed Chachalaca7,D:\other\Bird\Dataset\CC0\Buff-browed Chachalaca_sound\Buff-browed Chachalaca7.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Buff-browed Chachalaca_sound\Buff-browed Chachalaca7.wav,too_short_after_preprocess,,,,3.344,321792,107008,4,0.3325377883850438,
Chestnut-bellied Guan_sound/Chestnut-bellied Guan12,D:\other\Bird\Dataset\CC0\Chestnut-bellied Guan_sound\Chestnut-bellied Guan12.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Chestnut-bellied Guan_sound\Chestnut-bellied Guan12.wav,too_short_after_preprocess,,,,3.1880625,102018,102018,1,1.0,
Chestnut-bellied Guan_sound/Chestnut-bellied Guan13,D:\other\Bird\Dataset\CC0\Chestnut-bellied Guan_sound\Chestnut-bellied Guan13.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Chestnut-bellied Guan_sound\Chestnut-bellied Guan13.wav,too_short_after_preprocess,,,,3.1880625,102018,102018,1,1.0,
Chestnut-winged Chachalaca_sound/Chestnut-winged Chachalaca27,D:\other\Bird\Dataset\CC0\Chestnut-winged Chachalaca_sound\Chestnut-winged Chachalaca27.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Chestnut-winged Chachalaca_sound\Chestnut-winged Chachalaca27.wav,too_short_after_preprocess,,,,4.1091875,131494,131494,1,1.0,
Chilean Tinamou_sound/Chilean Tinamou13,D:\other\Bird\Dataset\CC0\Chilean Tinamou_sound\Chilean Tinamou13.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Chilean Tinamou_sound\Chilean Tinamou13.wav,too_short_after_preprocess,,,,2.304,81085,73728,1,0.9092680520441512,
Chilean Tinamou_sound/Chilean Tinamou2,D:\other\Bird\Dataset\CC0\Chilean Tinamou_sound\Chilean Tinamou2.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Chilean Tinamou_sound\Chilean Tinamou2.wav,too_short_after_preprocess,,,,0.464,89280,14848,1,0.16630824372759856,
Chilean Tinamou_sound/Chilean Tinamou3,D:\other\Bird\Dataset\CC0\Chilean Tinamou_sound\Chilean Tinamou3.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Chilean Tinamou_sound\Chilean Tinamou3.wav,too_short_after_preprocess,,,,0.464,89280,14848,1,0.16630824372759856,
Chilean Tinamou_sound/Chilean Tinamou4,D:\other\Bird\Dataset\CC0\Chilean Tinamou_sound\Chilean Tinamou4.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Chilean Tinamou_sound\Chilean Tinamou4.wav,too_short_after_preprocess,,,,0.464,89280,14848,1,0.16630824372759856,
Chilean Tinamou_sound/Chilean Tinamou5,D:\other\Bird\Dataset\CC0\Chilean Tinamou_sound\Chilean Tinamou5.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Chilean Tinamou_sound\Chilean Tinamou5.wav,too_short_after_preprocess,,,,0.464,89280,14848,1,0.16630824372759856,
Chilean Tinamou_sound/Chilean Tinamou6,D:\other\Bird\Dataset\CC0\Chilean Tinamou_sound\Chilean Tinamou6.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Chilean Tinamou_sound\Chilean Tinamou6.wav,too_short_after_preprocess,,,,0.464,89280,14848,1,0.16630824372759856,
Choco Tinamou_sound/Choco Tinamou3,D:\other\Bird\Dataset\CC0\Choco Tinamou_sound\Choco Tinamou3.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Choco Tinamou_sound\Choco Tinamou3.wav,too_short_after_preprocess,,,,3.84,297587,122880,14,0.41292126336163876,
Choco Tinamou_sound/Choco Tinamou4,D:\other\Bird\Dataset\CC0\Choco Tinamou_sound\Choco Tinamou4.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Choco Tinamou_sound\Choco Tinamou4.wav,too_short_after_preprocess,,,,3.84,297587,122880,14,0.41292126336163876,
Common Ostrich_sound/Common Ostrich4,D:\other\Bird\Dataset\CC0\Common Ostrich_sound\Common Ostrich4.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Common Ostrich_sound\Common Ostrich4.wav,too_short_after_preprocess,,,,4.576,148992,146432,2,0.9828178694158075,
Curve-billed Tinamou_sound/Curve-billed Tinamou6,D:\other\Bird\Dataset\CC0\Curve-billed Tinamou_sound\Curve-billed Tinamou6.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Curve-billed Tinamou_sound\Curve-billed Tinamou6.wav,too_short_after_preprocess,,,,1.936,132864,61952,7,0.4662813102119461,
Curve-billed Tinamou_sound/Curve-billed Tinamou7,D:\other\Bird\Dataset\CC0\Curve-billed Tinamou_sound\Curve-billed Tinamou7.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Curve-billed Tinamou_sound\Curve-billed Tinamou7.wav,too_short_after_preprocess,,,,1.936,132864,61952,7,0.4662813102119461,
Curve-billed Tinamou_sound/Curve-billed Tinamou8,D:\other\Bird\Dataset\CC0\Curve-billed Tinamou_sound\Curve-billed Tinamou8.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Curve-billed Tinamou_sound\Curve-billed Tinamou8.wav,too_short_after_preprocess,,,,1.936,132864,61952,7,0.4662813102119461,
Darwins Nothura_sound/Darwins Nothura3,D:\other\Bird\Dataset\CC0\Darwins Nothura_sound\Darwins Nothura3.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Darwins Nothura_sound\Darwins Nothura3.wav,too_short_after_preprocess,,,,2.72,406257,87040,8,0.21424861602384698,
Dusky Megapode_sound/Dusky Megapode19,D:\other\Bird\Dataset\CC0\Dusky Megapode_sound\Dusky Megapode19.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Dusky Megapode_sound\Dusky Megapode19.wav,too_short_after_preprocess,,,,4.26346875,266479,136431,5,0.5119765534995253,
Dusky Megapode_sound/Dusky Megapode26,D:\other\Bird\Dataset\CC0\Dusky Megapode_sound\Dusky Megapode26.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Dusky Megapode_sound\Dusky Megapode26.wav,too_short_after_preprocess,,,,3.488,144000,111616,1,0.7751111111111111,
Dusky Megapode_sound/Dusky Megapode27,D:\other\Bird\Dataset\CC0\Dusky Megapode_sound\Dusky Megapode27.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Dusky Megapode_sound\Dusky Megapode27.wav,too_short_after_preprocess,,,,4.848,192000,155136,1,0.808,
Dusky Megapode_sound/Dusky Megapode28,D:\other\Bird\Dataset\CC0\Dusky Megapode_sound\Dusky Megapode28.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Dusky Megapode_sound\Dusky Megapode28.wav,too_short_after_preprocess,,,,4.848,192000,155136,1,0.808,
Dusky Megapode_sound/Dusky Megapode29,D:\other\Bird\Dataset\CC0\Dusky Megapode_sound\Dusky Megapode29.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Dusky Megapode_sound\Dusky Megapode29.wav,too_short_after_preprocess,,,,4.848,192000,155136,1,0.808,
Dusky Megapode_sound/Dusky Megapode30,D:\other\Bird\Dataset\CC0\Dusky Megapode_sound\Dusky Megapode30.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Dusky Megapode_sound\Dusky Megapode30.wav,too_short_after_preprocess,,,,4.848,192000,155136,1,0.808,
Dusky Megapode_sound/Dusky Megapode31,D:\other\Bird\Dataset\CC0\Dusky Megapode_sound\Dusky Megapode31.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Dusky Megapode_sound\Dusky Megapode31.wav,too_short_after_preprocess,,,,4.848,192000,155136,1,0.808,
Dwarf Tinamou_sound/Dwarf Tinamou15,D:\other\Bird\Dataset\CC0\Dwarf Tinamou_sound\Dwarf Tinamou15.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Dwarf Tinamou_sound\Dwarf Tinamou15.wav,too_short_after_preprocess,,,,4.34609375,140611,139075,4,0.9890762458129165,
Dwarf Tinamou_sound/Dwarf Tinamou25,D:\other\Bird\Dataset\CC0\Dwarf Tinamou_sound\Dwarf Tinamou25.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Dwarf Tinamou_sound\Dwarf Tinamou25.wav,too_short_after_preprocess,,,,3.456,195605,110592,8,0.5653843204417065,
Dwarf Tinamou_sound/Dwarf Tinamou26,D:\other\Bird\Dataset\CC0\Dwarf Tinamou_sound\Dwarf Tinamou26.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Dwarf Tinamou_sound\Dwarf Tinamou26.wav,too_short_after_preprocess,,,,3.456,195605,110592,8,0.5653843204417065,
Dwarf Tinamou_sound/Dwarf Tinamou30,D:\other\Bird\Dataset\CC0\Dwarf Tinamou_sound\Dwarf Tinamou30.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Dwarf Tinamou_sound\Dwarf Tinamou30.wav,too_short_after_preprocess,,,,4.695,156896,150240,4,0.9575769936773404,
Dwarf Tinamou_sound/Dwarf Tinamou31,D:\other\Bird\Dataset\CC0\Dwarf Tinamou_sound\Dwarf Tinamou31.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Dwarf Tinamou_sound\Dwarf Tinamou31.wav,too_short_after_preprocess,,,,4.695,156896,150240,4,0.9575769936773404,
Elegant Crested Tinamou_sound/Elegant Crested Tinamou10,D:\other\Bird\Dataset\CC0\Elegant Crested Tinamou_sound\Elegant Crested Tinamou10.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Elegant Crested Tinamou_sound\Elegant Crested Tinamou10.wav,too_short_after_preprocess,,,,2.192,232386,70144,10,0.3018426239102183,
Elegant Crested Tinamou_sound/Elegant Crested Tinamou11,D:\other\Bird\Dataset\CC0\Elegant Crested Tinamou_sound\Elegant Crested Tinamou11.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Elegant Crested Tinamou_sound\Elegant Crested Tinamou11.wav,too_short_after_preprocess,,,,2.192,232386,70144,10,0.3018426239102183,
Elegant Crested Tinamou_sound/Elegant Crested Tinamou12,D:\other\Bird\Dataset\CC0\Elegant Crested Tinamou_sound\Elegant Crested Tinamou12.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Elegant Crested Tinamou_sound\Elegant Crested Tinamou12.wav,too_short_after_preprocess,,,,2.944,106162,94208,1,0.8873985041728679,
Elegant Crested Tinamou_sound/Elegant Crested Tinamou13,D:\other\Bird\Dataset\CC0\Elegant Crested Tinamou_sound\Elegant Crested Tinamou13.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Elegant Crested Tinamou_sound\Elegant Crested Tinamou13.wav,too_short_after_preprocess,,,,2.256,89444,72192,1,0.8071195384821788,
Elegant Crested Tinamou_sound/Elegant Crested Tinamou2,D:\other\Bird\Dataset\CC0\Elegant Crested Tinamou_sound\Elegant Crested Tinamou2.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Elegant Crested Tinamou_sound\Elegant Crested Tinamou2.wav,too_short_after_preprocess,,,,2.08,588099,66560,18,0.11317822339436047,
Elegant Crested Tinamou_sound/Elegant Crested Tinamou4,D:\other\Bird\Dataset\CC0\Elegant Crested Tinamou_sound\Elegant Crested Tinamou4.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Elegant Crested Tinamou_sound\Elegant Crested Tinamou4.wav,too_short_after_preprocess,,,,2.096,310962,67072,6,0.21569194949865256,
Elegant Crested Tinamou_sound/Elegant Crested Tinamou5,D:\other\Bird\Dataset\CC0\Elegant Crested Tinamou_sound\Elegant Crested Tinamou5.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Elegant Crested Tinamou_sound\Elegant Crested Tinamou5.wav,too_short_after_preprocess,,,,3.312,296752,105984,12,0.3571467083625384,
Elegant Crested Tinamou_sound/Elegant Crested Tinamou8,D:\other\Bird\Dataset\CC0\Elegant Crested Tinamou_sound\Elegant Crested Tinamou8.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Elegant Crested Tinamou_sound\Elegant Crested Tinamou8.wav,too_short_after_preprocess,,,,1.04,157989,33280,4,0.21064757673002552,
Elegant Crested Tinamou_sound/Elegant Crested Tinamou9,D:\other\Bird\Dataset\CC0\Elegant Crested Tinamou_sound\Elegant Crested Tinamou9.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Elegant Crested Tinamou_sound\Elegant Crested Tinamou9.wav,too_short_after_preprocess,,,,2.192,232386,70144,10,0.3018426239102183,
Emu_sound/Emu11,D:\other\Bird\Dataset\CC0\Emu_sound\Emu11.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Emu_sound\Emu11.wav,too_short_after_preprocess,,,,3.5434375,113390,113390,1,1.0,
Greater Rhea_sound/Greater Rhea10,D:\other\Bird\Dataset\CC0\Greater Rhea_sound\Greater Rhea10.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Greater Rhea_sound\Greater Rhea10.wav,too_short_after_preprocess,,,,3.45953125,111217,110705,1,0.9953963872429574,
Greater Rhea_sound/Greater Rhea11,D:\other\Bird\Dataset\CC0\Greater Rhea_sound\Greater Rhea11.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Greater Rhea_sound\Greater Rhea11.wav,too_short_after_preprocess,,,,3.45953125,111217,110705,1,0.9953963872429574,
Greater Rhea_sound/Greater Rhea12,D:\other\Bird\Dataset\CC0\Greater Rhea_sound\Greater Rhea12.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Greater Rhea_sound\Greater Rhea12.wav,too_short_after_preprocess,,,,3.9445,126224,126224,1,1.0,
Greater Rhea_sound/Greater Rhea13,D:\other\Bird\Dataset\CC0\Greater Rhea_sound\Greater Rhea13.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Greater Rhea_sound\Greater Rhea13.wav,too_short_after_preprocess,,,,3.9445,126224,126224,1,1.0,
Greater Rhea_sound/Greater Rhea16,D:\other\Bird\Dataset\CC0\Greater Rhea_sound\Greater Rhea16.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Greater Rhea_sound\Greater Rhea16.wav,too_short_after_preprocess,,,,3.01840625,96589,96589,1,1.0,
Greater Rhea_sound/Greater Rhea21,D:\other\Bird\Dataset\CC0\Greater Rhea_sound\Greater Rhea21.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Greater Rhea_sound\Greater Rhea21.wav,too_short_after_preprocess,,,,1.12328125,35945,35945,1,1.0,
Greater Rhea_sound/Greater Rhea22,D:\other\Bird\Dataset\CC0\Greater Rhea_sound\Greater Rhea22.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Greater Rhea_sound\Greater Rhea22.wav,too_short_after_preprocess,,,,1.43675,45976,45976,1,1.0,
Greater Rhea_sound/Greater Rhea23,D:\other\Bird\Dataset\CC0\Greater Rhea_sound\Greater Rhea23.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Greater Rhea_sound\Greater Rhea23.wav,too_short_after_preprocess,,,,1.43675,45976,45976,1,1.0,
Greater Rhea_sound/Greater Rhea24,D:\other\Bird\Dataset\CC0\Greater Rhea_sound\Greater Rhea24.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Greater Rhea_sound\Greater Rhea24.wav,too_short_after_preprocess,,,,1.52,63993,48640,4,0.7600831340927914,
Greater Rhea_sound/Greater Rhea9,D:\other\Bird\Dataset\CC0\Greater Rhea_sound\Greater Rhea9.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Greater Rhea_sound\Greater Rhea9.wav,too_short_after_preprocess,,,,3.45953125,111217,110705,1,0.9953963872429574,
Grey Tinamou_sound/Grey Tinamou17,D:\other\Bird\Dataset\CC0\Grey Tinamou_sound\Grey Tinamou17.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Grey Tinamou_sound\Grey Tinamou17.wav,too_short_after_preprocess,,,,4.576,160407,146432,1,0.9128778669260069,
Grey Tinamou_sound/Grey Tinamou8,D:\other\Bird\Dataset\CC0\Grey Tinamou_sound\Grey Tinamou8.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Grey Tinamou_sound\Grey Tinamou8.wav,too_short_after_preprocess,,,,4.6498125,148794,148794,1,1.0,
Grey Tinamou_sound/Grey Tinamou9,D:\other\Bird\Dataset\CC0\Grey Tinamou_sound\Grey Tinamou9.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Grey Tinamou_sound\Grey Tinamou9.wav,too_short_after_preprocess,,,,4.6498125,148794,148794,1,1.0,
Highland Tinamou_sound/Highland Tinamou6,D:\other\Bird\Dataset\CC0\Highland Tinamou_sound\Highland Tinamou6.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Highland Tinamou_sound\Highland Tinamou6.wav,too_short_after_preprocess,,,,4.224,495700,135168,12,0.27268105709098245,
Highland Tinamou_sound/Highland Tinamou7,D:\other\Bird\Dataset\CC0\Highland Tinamou_sound\Highland Tinamou7.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Highland Tinamou_sound\Highland Tinamou7.wav,too_short_after_preprocess,,,,4.224,495700,135168,12,0.27268105709098245,
Hooded Tinamou_sound/Hooded Tinamou16,D:\other\Bird\Dataset\CC0\Hooded Tinamou_sound\Hooded Tinamou16.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Hooded Tinamou_sound\Hooded Tinamou16.wav,too_short_after_preprocess,,,,4.736,417960,151552,29,0.3625992917982582,
Huayco Tinamou_sound/Huayco Tinamou4,D:\other\Bird\Dataset\CC0\Huayco Tinamou_sound\Huayco Tinamou4.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Huayco Tinamou_sound\Huayco Tinamou4.wav,too_short_after_preprocess,,,,3.392,2486858,108544,9,0.043647043779741344,
Marail Guan_sound/Marail Guan11,D:\other\Bird\Dataset\CC0\Marail Guan_sound\Marail Guan11.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Marail Guan_sound\Marail Guan11.wav,too_short_after_preprocess,,,,4.83265625,154645,154645,1,1.0,
Melanesian Megapode_sound/Melanesian Megapode7,D:\other\Bird\Dataset\CC0\Melanesian Megapode_sound\Melanesian Megapode7.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Melanesian Megapode_sound\Melanesian Megapode7.wav,too_short_after_preprocess,,,,2.544,96967,81408,3,0.8395433497994162,
Micronesian Megapode_sound/Micronesian Megapode4,D:\other\Bird\Dataset\CC0\Micronesian Megapode_sound\Micronesian Megapode4.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Micronesian Megapode_sound\Micronesian Megapode4.wav,too_short_after_preprocess,,,,4.208,188082,134656,5,0.7159430461181825,
Micronesian Megapode_sound/Micronesian Megapode6,D:\other\Bird\Dataset\CC0\Micronesian Megapode_sound\Micronesian Megapode6.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Micronesian Megapode_sound\Micronesian Megapode6.wav,too_short_after_preprocess,,,,3.696,125388,118272,1,0.943248157718442,
Orange-footed Scrubfowl_sound/Orange-footed Scrubfowl3,D:\other\Bird\Dataset\CC0\Orange-footed Scrubfowl_sound\Orange-footed Scrubfowl3.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Orange-footed Scrubfowl_sound\Orange-footed Scrubfowl3.wav,too_short_after_preprocess,,,,3.36,224863,107520,5,0.4781578116453129,
Ornate Tinamou_sound/Ornate Tinamou12,D:\other\Bird\Dataset\CC0\Ornate Tinamou_sound\Ornate Tinamou12.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Ornate Tinamou_sound\Ornate Tinamou12.wav,too_short_after_preprocess,,,,4.26809375,137091,136579,1,0.9962652544660117,
Ornate Tinamou_sound/Ornate Tinamou13,D:\other\Bird\Dataset\CC0\Ornate Tinamou_sound\Ornate Tinamou13.mp3,D:\other\Bird\Code\data\kaggle_training_wav_cache_sp\Ornate Tinamou_sound\Ornate Tinamou13.wav,too_short_after_preprocess,,,,4.26809375,137091,136579,1,0.9962652544660117,
